category,count,relative_pct
DANE - TERRITORIAL CENTRO ORIENTE,669,0.1487
CORTOLIMA,666,0.148
SENA REGIONAL ANTIOQUIA Grupo de Apoyo Administrativo Mixto,665,0.1478
DEPARTAMENTO DEL ARAUCA,660,0.1467
SECRETARIA DISTRITAL DE LA MUJER,659,0.1464
INSTITUTO COLOMBIANO DE CREDITO EDUCATIVO Y ESTUDIO TÉCNICOS EN EL EXTERIOR MARIANO OSPINA PEREZ.,655,0.1456
SIC SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO,651,0.1447
DEPARTAMENTO DE CORDOBA,651,0.1447
UARIV-UNIDAD PARA LA ATENCION Y REPARACION INTEGRAL A LAS VICTIMAS,646,0.1436
DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE),638,0.1418
ALCALDÍA MUNICIPAL DE EL ESPINAL,634,0.1409
AGENCIA DISTRITAL DE INFRAESTRUCTURA DEL DISTRITO DE BARRANQUILLA,632,0.1404
MUNICIPIO DE SOGAMOSO,630,0.14
UNIDAD PRESTADORA DE SALUD ANTIOQUIA,623,0.1384
GOBERNACION DEL CAQUETA**,622,0.1382
MUNICIPIO DE YUMBO VALLE,621,0.138
ALCALDIA MUNICIPAL DE CHIA,616,0.1369
DIRECCIÓN TERRITORIAL DE SALUD DE CALDAS,613,0.1362
ALCALDIA MUNICIPAL FUSAGASUGA,613,0.1362
ALCALDIA MUNICIPAL DE PUERTO BOYACA,603,0.134
PROSPERIDAD SOCIAL,602,0.1338
MUNICIPIO DE FLORENCIA,598,0.1329
INSTITUTO NACIONAL DE VIGILANCIA DE MEDICAMENTOS Y ALIMENTOS //,592,0.1316
IGAC Sede Central *,589,0.1309
CENAC AVIACION,585,0.13
ALCALDIA DEL MUNICIPIO DE ACACIAS,574,0.1276
CORPORACION AUTONOMA REGIONAL DEL QUINDIO,574,0.1276
INDUSTRIA MILITAR,570,0.1267
MUNICIPIO DE LOS PATIOS,570,0.1267
FONDO ROTATORIO DE LA POLICIA NACIONAL,569,0.1264
UPRES VALLE,568,0.1262
CLUB MILITAR,566,0.1258
ESE SAN ANTONIO DE ANOLAIMA,558,0.124
CORPORACION AUTONOMA REGIONAL DE NARIÑO,557,0.1238
SENA REGIONAL RISARALDA Grupo de Apoyo Administrativo Mixto//,550,0.1222
ALCALDIA MUNICIPAL DE MELGAR,546,0.1213
ALCALDIA LOCAL DE CIUDAD BOLIVAR //,545,0.1211
CORPORACION AGENCIA NACIONAL DE GOBIERNO DIGITAL,543,0.1207
