category,count,relative_pct
CONTRATACION DIRECTA *,397,0.0882
SUBDIRECCIÓN DE GESTIÓN CONTRACTUAL,395,0.0878
DIRECCIÓN DE CONTRATACIÓN - BYS,395,0.0878
UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN DE BIENES Y SERVICIOS,391,0.0869
OFICINA DE CARACTERIZACIÓN SOCIO ECONÓMICA,389,0.0864
Contratacion Directa OAJ,386,0.0858
MUNICIPIO DE DUITAMA OFICINA DE CONTRATACIÓN,386,0.0858
"CENTRO DE LA INNOVACIÓN, LA AGROINDUSTRIA Y LA AVIACIÓN",385,0.0856
Oficina Juridica,384,0.0853
PROCESO GESTIÓN CONTRATACIÓN,382,0.0849
CENACTELEMATICA,381,0.0847
UNIDAD OFICINA DE CONTRATACION,379,0.0842
GESTIÓN JURÍDICA Y CONTRATACIÓN,378,0.084
Direccion de Operaciones,378,0.084
ANÁLISIS ESTUDIO DE MERCADO,377,0.0838
OFICINA JURÍDICA Y DE CONTRATACIÓN,377,0.0838
OFICINA JURIDICA II,377,0.0838
CONTRATACIÓN UBATE,375,0.0833
ICBF REGIONAL ANTIOQUIA,373,0.0829
ÁREA DE CONTRATACIÓN,372,0.0827
Secretaría de Educación,369,0.082
SUBDIRECCIÓN DE SALUD PÚBLICA,369,0.082
Secretaría de Desarrollo Social,368,0.0818
Municipio de El Retiro,368,0.0818
AREA ADMINISTRATIVA,367,0.0816
DEPARTAMENTO ADMINISTRATIVO DE PLANEACION,366,0.0813
DEPARTAMENTO JURÍDICO,366,0.0813
Municipio de Guarne,365,0.0811
Unidad de Contratación Municipio,364,0.0809
GRUPO CONTRATOS CORPAMAG,363,0.0807
SECRETARIA PRIVADA,362,0.0804
DIRECCION DE CONTRATACIÓN,360,0.08
Subdirección de Vías Regionales,359,0.0798
Departamento de Operación y Mantenimiento,358,0.0796
AREA DE CONTRATACION,357,0.0793
OFICINA ASESORA DE CONTRATACION,357,0.0793
SECRETARIA DE LAS TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES,351,0.078
SALUD,347,0.0771
ADMINISTRACION CENTRAL,345,0.0767
