category,count,relative_pct
Subachoque,1,0.0002
Viotá,1,0.0002
Arbeláez,1,0.0002
Suárez,1,0.0002
Gualmatán,1,0.0002
Elías,1,0.0002
Guayabal De Siquima,1,0.0002
Soatá,1,0.0002
Aguada,1,0.0002
Nátaga,1,0.0002
El Dorado,1,0.0002
Simacota,1,0.0002
Guadalupe,1,0.0002
Gama,1,0.0002
Vetas,1,0.0002
Rosas,1,0.0002
Río De Oro,1,0.0002
Manta,1,0.0002
El Carmen,1,0.0002
