entidad,nit_entidad,codigo_entidad,departamento_entidad,ciudad_entidad,procesos,completitud_promedio,pct_con_url,pct_con_descripcion,pct_con_precio_base,pct_ids_clave,pct_consistencia_estados,pct_competencia_reportada,pct_trazabilidad_temporal,pct_anomalia_temporal
ARMADA NACIONAL HOSPITAL NAVAL DE CARTAGENA,9015410214,701724114,Bolívar,Cartagena,494,85.7898,100.0,100.0,100.0,100.0,100.0,23.2794,3.4413,1.6194
SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE GOBIERNO,890399011,705320893,Valle del Cauca,Cali,371,84.2222,100.0,100.0,99.4609,100.0,100.0,4.0431,0.8086,1.6173
SERVICIO NACIONAL DE APRENDIZAJE SENA REGIONAL SAN ANDRES,899999034,703940072,"San Andrés, Providencia y Santa Catalina",No Definido,124,85.9902,100.0,100.0,100.0,100.0,100.0,29.8387,0.8065,1.6129
UNIDAD ADMINISTRATIVA ESPECIAL DE ORGANIZACIONES SOLIDARIAS,899999050,703961946,Distrito Capital de Bogotá,No Definido,62,87.7202,100.0,100.0,100.0,100.0,100.0,41.9355,8.0645,1.6129
MUNICIPIO DE TUNJA/,891800846,702354804,Boyacá,Tunja,810,85.9331,100.0,100.0,98.3951,100.0,99.8765,21.6049,4.4444,1.6049
MUNICIPIO DE CARTAGO,891900493,704960004,Valle del Cauca,Cartago,440,86.4254,100.0,100.0,100.0,100.0,100.0,30.4545,2.9545,1.5909
Rama Judicial- Dirección Seccional de Administración Judicial de Bogotá,800165862,700583172,Distrito Capital de Bogotá,No Definido,126,86.2126,100.0,100.0,95.2381,100.0,100.0,26.9841,3.9683,1.5873
MUNICIPIO DE SEVILLA,800100527,704247485,Valle del Cauca,Sevilla,316,85.0134,100.0,100.0,99.0506,100.0,100.0,9.1772,1.8987,1.5823
INSTITUCIÓN UNIVERSITARIA ITM,800214750,703000075,Antioquia,Medellín,4012,84.3355,100.0,100.0,99.9751,100.0,100.0,6.1565,0.4237,1.5454
INSTITUTO COLOMBIANO PARA LA EVALUACIÓN DE LA EDUCACIÓN - ICFES,860024301,702412826,Distrito Capital de Bogotá,Bogotá,324,84.1289,100.0,100.0,97.8395,100.0,100.0,3.7037,0.0,1.5432
COMANDO AEREO DE COMBATE No. 6,800141638,702188194,Caquetá,Solano,65,89.354,100.0,100.0,96.9231,100.0,100.0,61.5385,9.2308,1.5385
UNIDAD ESPECIAL DE CATASTRO,890399029,711372300,Valle del Cauca,Cali,65,84.1429,100.0,100.0,70.7692,100.0,100.0,4.6154,0.0,1.5385
GOBERNACION DEL VALLE DEL CAUCA - DEPARTAMENTO ADMINISTRATIVO DE PLANEACION,890399029,709521884,Valle del Cauca,Cali,197,84.0747,100.0,100.0,98.9848,100.0,100.0,3.5533,0.0,1.5228
DEPARTAMENTO DEL VALLE DEL CAUCA-SECRETARIA DE GESTION DEL RIESGO DE DESASTRES,8903990295,707917050,Valle del Cauca,Cali,132,84.5542,100.0,100.0,98.4848,100.0,100.0,11.3636,0.0,1.5152
DEPARTAMENTO DE POLICIA CESAR - AREA DE SANIDAD,800140623,702810797,Cesar,Valledupar,66,84.9695,100.0,100.0,100.0,100.0,100.0,16.6667,0.0,1.5152
CORTOLIMA,890704536,702191560,Tolima,Ibagué,666,85.1101,100.0,100.0,99.0991,100.0,100.0,10.961,1.6517,1.5015
EFR SAS,900403616,702375551,Distrito Capital de Bogotá,No Definido,67,83.9182,100.0,100.0,97.0149,100.0,100.0,1.4925,0.0,1.4925
LOTERIA DE BOGOTA,899999270,701129264,Distrito Capital de Bogotá,Bogotá,67,84.3275,100.0,100.0,95.5224,100.0,100.0,5.9701,0.0,1.4925
MUNICIPIO DE SAN PEDRO DE LOS MILAGROS,890983922,704906007,Antioquia,No Definido,135,87.0963,100.0,100.0,100.0,100.0,100.0,30.3704,7.4074,1.4815
CORPORACION AUTONOMA REGIONAL DE SANTANDER+,804000292,711192211,Santander,San Gil,820,84.7533,100.0,100.0,98.9024,100.0,100.0,8.9024,0.9756,1.4634
INDER ENVIGADO1,811016337,706490067,Antioquia,Envigado,206,85.0992,100.0,100.0,100.0,100.0,100.0,16.0194,0.0,1.4563
SENA REGIONAL ANTIOQUIA Grupo Administrativo CTAPT,899999034,704160480,Antioquia,Apartadó,138,88.2404,100.0,100.0,98.5507,100.0,100.0,67.3913,0.0,1.4493
COIBA,800119348,701590200,Tolima,Ibagué,69,89.3862,100.0,100.0,95.6522,100.0,100.0,82.6087,0.0,1.4493
GOBERNACION DEL CAQUETA**,800091594,703688838,Caquetá,No Definido,622,85.7734,100.0,100.0,99.0354,100.0,100.0,19.1318,3.3762,1.4469
DEPARTAMENTO DEL VALLE DEL CAUCA - UNIDAD ADMINISTRATIVA ESPECIAL DE IMPUESTOS RENTAS Y GESTION TRIBUTARIA,890399029,707720215,Valle del Cauca,Cali,277,84.2136,100.0,100.0,100.0,100.0,100.0,4.6931,0.722,1.444
EMAVI,800141621,701996100,Valle del Cauca,Cali,139,89.3817,100.0,100.0,97.8417,100.0,100.0,57.554,12.2302,1.4388
ALCALDÍA MUNICIPAL DE EL ESPINAL,890702027,704562362,Tolima,Espinal,634,85.4245,100.0,100.0,99.8423,100.0,100.0,14.511,3.1546,1.4196
CGR-NIVEL CENTRAL,899999067,700686124,Distrito Capital de Bogotá,No Definido,496,84.3741,100.0,100.0,99.5968,100.0,100.0,5.6452,0.8065,1.4113
MUNICIPIO DE MONTERIA,800096734,702923731,Córdoba,Montería,497,87.784,100.0,100.0,98.7928,100.0,99.7988,39.2354,7.6459,1.4085
MUNICIPIO DE LOS PATIOS,800044113,702522244,Norte de Santander,Los Patios,570,85.7348,100.0,100.0,100.0,100.0,100.0,22.6316,1.5789,1.4035
ALCALDÍA MUNICIPAL DE ROLDANILLO,891900289,704271436,Valle del Cauca,Roldanillo,144,86.7714,100.0,100.0,100.0,100.0,100.0,30.5556,5.5556,1.3889
MUNICIPIO DE SAN JUAN BAUTISTA DE GUACARI2,891380089,704883511,Valle del Cauca,Guacarí,144,85.1358,100.0,100.0,100.0,100.0,100.0,10.4167,2.7778,1.3889
POLICIA METROPOLITA DE CARTAGENA DE INDIAS -AREA DE SANIDAD BOLIVAR,900149064,702769126,Bolívar,Cartagena,144,85.0796,100.0,100.0,100.0,100.0,100.0,19.4444,0.0,1.3889
CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA - CAR.,899999062,706081700,Distrito Capital de Bogotá,No Definido,2312,84.4686,100.0,100.0,98.7457,100.0,100.0,6.8339,0.4758,1.3841
ALCALDIA DE EL PEÑOL,890980917,704260165,Antioquia,Peñol,442,85.242,100.0,100.0,85.7466,100.0,100.0,21.267,0.0,1.3575
MUNICIPIO DE FLORENCIA,800095728,704035211,Caquetá,Florencia,598,86.0116,100.0,100.0,98.8294,100.0,100.0,22.2408,2.8428,1.3378
MUNICIPIO DE PIEDECUESTA,890205383,702166190,Santander,Piedecuesta,1125,85.0428,100.0,100.0,98.9333,100.0,100.0,14.3111,0.8,1.3333
ANM,900500018,701006074,Distrito Capital de Bogotá,Bogotá,1050,84.4061,100.0,100.0,97.2381,100.0,100.0,6.381,0.4762,1.3333
UNIDAD PRESTADORA DE SALUD CÓRDOBA,900800975,702314071,Córdoba,Montería,75,85.2676,100.0,100.0,100.0,100.0,100.0,21.3333,0.0,1.3333
MUNICIPIO DE LA CEJA,890981207,702529231,Antioquia,La Ceja,302,85.2589,100.0,100.0,94.3709,100.0,100.0,17.2185,0.9934,1.3245
ITBOY,891801069,713810620,Boyacá,Tunja,76,86.1836,100.0,100.0,100.0,100.0,100.0,23.6842,2.6316,1.3158
AGENCIA PARA LA INFRAESTRUCTURA DEL META,900220547,706520657,Meta,Villavicencio,686,84.5519,100.0,100.0,99.8542,100.0,100.0,11.516,0.0,1.312
DEPARTAMENTO DEL META,8920001488,700817075,Meta,Villavicencio,1997,85.3238,100.0,100.0,99.7496,100.0,100.0,15.7737,2.3035,1.302
COLOMBIA COMPRA EFICIENTE,900514813,700037070,Distrito Capital de Bogotá,Bogotá,463,87.9938,100.0,100.0,43.4125,100.0,100.0,59.8272,0.216,1.2959
DIRECCIÓN DE SANIDAD ARMADA NACIONAL,9014332637,701610032,Distrito Capital de Bogotá,No Definido,159,88.7181,100.0,100.0,96.8553,100.0,100.0,68.5535,2.5157,1.2579
AGENCIA DE DESARROLLO RURAL,900948958,701551798,Distrito Capital de Bogotá,No Definido,800,84.364,100.0,100.0,99.125,100.0,100.0,7.375,0.125,1.25
MUNICIPIO DE VILLA DE LEYVA//,891801268,703646026,Boyacá,Villa De Leyva,160,86.5215,100.0,100.0,100.0,100.0,100.0,31.25,3.125,1.25
ESCUELA TECNOLÓGICA INSTITUTO TÉCNICO CENTRAL,860523694,700964026,Distrito Capital de Bogotá,Bogotá,321,85.8601,100.0,100.0,99.6885,100.0,100.0,20.8723,2.8037,1.2461
CENTRO NACIONAL DE MEMORIA HISTORICA,900492141,700886047,Distrito Capital de Bogotá,Bogotá,163,84.6221,100.0,100.0,96.9325,100.0,100.0,7.362,0.6135,1.227
MUNICIPIO DE GALAPA.,890102472,703070920,Atlántico,Galapa,247,85.3134,100.0,100.0,98.7854,100.0,100.0,14.5749,2.4291,1.2146
EMPRESA DISTRIBUIDORA DEL PACIFICO S.A. E.S.P,818001629,704136498,Chocó,No Definido,165,85.4826,100.0,100.0,88.4848,100.0,100.0,23.0303,0.0,1.2121
"INSTITUTO DE HIDROLOGIA, METEOROLOGÍA Y ESTUDIOS AMBIENTALES",830000602,700696065,Distrito Capital de Bogotá,Bogotá,331,86.1653,100.0,100.0,97.5831,100.0,100.0,22.9607,3.9275,1.2085
ALCALDIA MUNICIPAL DE GIRARDOT,890680378,700235021,Cundinamarca,Girardot,499,85.7674,100.0,100.0,99.1984,100.0,100.0,21.4429,3.6072,1.2024
ALCALDIA MUNICIPIO DE CUMARAL META,8920991849,702776618,Meta,Cumaral,417,85.5334,100.0,100.0,99.7602,100.0,100.0,21.8225,2.3981,1.199
SECRETARIA DE CULTURA VALLE,890399029,704258193,Valle del Cauca,Cali,86,83.9451,100.0,100.0,98.8372,100.0,100.0,1.1628,0.0,1.1628
"GOBERNACIÓN DEL VALLE DEL CAUCA - SECRETARÍA DE DESARROLLO RURAL, AGRICULTURA Y PESCA",8903990295,709381586,Valle del Cauca,Cali,346,84.0192,100.0,100.0,98.5549,100.0,100.0,2.6012,0.0,1.1561
ICBF REGIONAL BOGOTA,899999239,704155167,Distrito Capital de Bogotá,Bogotá,791,84.1127,100.0,100.0,95.3224,100.0,100.0,3.6662,0.1264,1.1378
DEPARTAMENTO DEL VALLE DEL CAUCA - SECRETARIA DE TURISMO,890399029,709606271,Valle del Cauca,Cali,264,84.1022,100.0,100.0,98.8636,100.0,100.0,4.1667,0.0,1.1364
INSTITUTO DEPARTAMENTAL DEL DEPORTE DE BOYACA,820000919,702851213,Boyacá,Tunja,267,84.5225,100.0,100.0,98.1273,100.0,100.0,6.367,1.1236,1.1236
CONSERVATORIO DEL TOLIMA,890700906,704564061,Tolima,Ibagué,178,83.9969,100.0,100.0,98.8764,100.0,100.0,2.809,0.0,1.1236
CORPORACIÓN AUTÓNOMA REGIONAL PARA EL DESARROLLO SOSTENIBLE DEL CHOCO,899999238,702981390,Chocó,Quibdó,89,86.009,100.0,100.0,100.0,100.0,100.0,13.4831,8.9888,1.1236
TRANSMILENIO S.A.,830063506,702309477,Distrito Capital de Bogotá,Bogotá,810,84.9135,100.0,100.0,99.3827,100.0,99.8765,9.3827,2.5926,1.1111
GOBERNACIÓN DEL CAUCA,891580016,700859218,Cauca,Popayán,2171,84.8536,100.0,100.0,97.743,100.0,100.0,12.8512,0.6909,1.1055
DEPARTAMENTO NACIONAL DE PLANEACIÓN,899999011,700220049,Distrito Capital de Bogotá,Bogotá,274,84.7471,100.0,100.0,98.5401,100.0,100.0,9.854,0.365,1.0949
AGENCIA CATASTRAL DE CUNDINAMARCA,901421041,712948140,Distrito Capital de Bogotá,Bogotá,92,84.168,100.0,100.0,64.1304,100.0,100.0,4.3478,0.0,1.087
RED DE SALUD DE LADERA EMPRESA SOCIAL DEL ESTADO,805027289,704483148,Valle del Cauca,Cali,278,90.2853,100.0,100.0,98.9209,100.0,100.0,100.0,0.0,1.0791
DTAO-FONAM,901037393,703923706,Antioquia,No Definido,93,89.2111,100.0,100.0,98.9247,100.0,98.9247,77.4194,0.0,1.0753
MUNICIPIO DE AMAGA,890981732,702474826,Antioquia,Amagá,94,87.2674,100.0,100.0,100.0,100.0,100.0,41.4894,1.0638,1.0638
ESAP TERRITORIAL QUINDIO RISARALDA,800117537,704534122,Risaralda,Pereira,95,84.6173,100.0,100.0,89.4737,100.0,100.0,5.2632,2.1053,1.0526
INDEPORTES QUINDIO,801001532,702230541,Quindío,Armenia,95,85.5169,100.0,100.0,100.0,100.0,100.0,18.9474,3.1579,1.0526
DEPARTAMENTO ADMINISTRATIVO DE LA PRESIDENCIA DE LA REPÚBLICA,899999083,700341043,Distrito Capital de Bogotá,Bogotá,1814,84.3635,100.0,100.0,96.8026,100.0,100.0,6.8357,0.2205,1.0474
ALCALDIA DEL MUNICIPIO DE ACACIAS,892001457,706570512,Meta,Acacías,574,85.6909,100.0,100.0,99.4774,100.0,100.0,16.5505,4.7038,1.0453
DEPARTAMENTO ADMINISTRATIVO DE LA FUNCIÓN PÚBLICA ENTIDAD,899999020,700356033,Distrito Capital de Bogotá,Bogotá,96,86.7768,100.0,100.0,96.875,100.0,100.0,28.125,2.0833,1.0417
GOBERNACIÓN DE RISARALDA**,891480085,702280165,Risaralda,Pereira,1263,84.8189,100.0,100.0,96.9121,100.0,99.7625,11.2431,0.5542,1.0293
ESTABLECIMIENTO PUBLICO AMBIENTAL DE CARTAGENA,806013999,702412495,Bolívar,No Definido,98,84.9398,100.0,100.0,98.9796,100.0,100.0,10.2041,2.0408,1.0204
IGAC Sede Central *,899999004,700663107,Distrito Capital de Bogotá,No Definido,589,84.8503,100.0,100.0,94.2275,100.0,100.0,14.601,0.1698,1.0187
MUNICIPIO DE FUNZA - ALCALDÍA DE FUNZA,899999433,708618020,Cundinamarca,Funza,788,85.7061,100.0,100.0,97.2081,100.0,100.0,20.0508,1.6497,1.0152
GOBERNACIÓN DEL DEPARTAMENTO ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,892400038,702318460,"San Andrés, Providencia y Santa Catalina",San Andrés,3449,84.095,100.0,100.0,98.8402,100.0,100.0,3.0154,0.174,1.0148
SANTIAGO DE CALI DISTRITO ESPECIAL - DEPARTAMENTO ADMINISTRATIVO DE GESTION JURIDICA PUBLICA,890399011,702736604,Valle del Cauca,Cali,99,83.9515,100.0,100.0,98.9899,100.0,100.0,1.0101,0.0,1.0101
MUNICIPIO DE SABANETA,890980331,702585365,Antioquia,Sabaneta,1597,84.3104,100.0,100.0,99.2486,100.0,100.0,5.5729,0.4383,1.0019
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",829000477,702297102,Santander,Barrancabermeja,200,84.9508,100.0,100.0,100.0,100.0,100.0,14.0,1.0,1.0
ALCALDIA MUNICIPAL DE BUGA,891380033,704246388,Valle del Cauca,Guadalajara De Buga,708,84.9339,100.0,100.0,100.0,100.0,100.0,11.4407,1.9774,0.9887
ALCALDIA MUNICIPAL DE VILLETA,899999312,702309410,Cundinamarca,Villeta,204,86.5106,100.0,100.0,100.0,100.0,100.0,32.8431,2.451,0.9804
MINISTERIO DE HACIENDA Y CREDITO PUBLICO,899999090,700065089,Distrito Capital de Bogotá,No Definido,307,85.3778,100.0,100.0,94.4625,100.0,100.0,18.8925,0.3257,0.9772
GOBVALLE - HACIENDA,8903990295,709374037,Valle del Cauca,Cali,312,84.3043,100.0,100.0,100.0,100.0,100.0,7.6923,0.3205,0.9615
GOBERNACION DEL HUILA*,800103913,702349549,Huila,No Definido,951,85.388,100.0,100.0,99.0536,100.0,100.0,15.2471,1.1567,0.9464
CORPORACIÓN AUTÓNOMA DEL RÍO GRANDE DE LA MAGDALENA**,829000127,700568074,Distrito Capital de Bogotá,Bogotá,106,85.0114,100.0,100.0,99.0566,100.0,100.0,10.3774,2.8302,0.9434
FONDO DE BIENESTAR SOCIAL DE LA CONTRALORIA GENERAL DE LA REPUBLICA,800252683,705102895,Distrito Capital de Bogotá,No Definido,106,86.4721,100.0,100.0,100.0,100.0,100.0,28.3019,3.7736,0.9434
SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARÍA DE PAZ Y CULTURA CIUDADANA,890399011,702364142,Valle del Cauca,Cali,866,84.0264,100.0,100.0,97.3441,100.0,100.0,4.0416,0.1155,0.9238
MUNICIPIO DE QUIMBAYA,8900006134,704884402,Quindío,Quimbaya,217,85.104,100.0,100.0,100.0,100.0,100.0,11.0599,2.765,0.9217
INSTITUTO CARO Y CUERVO,899999096,700931090,Distrito Capital de Bogotá,Bogotá,109,87.6431,100.0,100.0,97.2477,100.0,100.0,43.1193,5.5046,0.9174
CONCEJO MUNICIPAL DE MEDELLIN,890905211,705282838,Antioquia,Medellín,341,84.2105,100.0,100.0,99.7067,100.0,100.0,6.1584,0.0,0.8798
IMTTA,8001248333,712976240,Cesar,Aguachica,115,84.6275,100.0,100.0,100.0,100.0,100.0,7.8261,0.0,0.8696
MUNICIPIO DE GRANADA,890983728,702408261,Antioquia,Granada,115,85.3708,100.0,100.0,99.1304,100.0,100.0,20.8696,0.0,0.8696
MINISTERIO DE TRANSPORTE*,899999055,700612096,Distrito Capital de Bogotá,Bogotá,347,84.7299,100.0,100.0,95.9654,100.0,100.0,11.5274,0.0,0.8646
LA PREVISORA S.A. COMPAÑÍA DE SEGUROS,860002400,704708478,Distrito Capital de Bogotá,No Definido,116,83.8978,100.0,100.0,99.1379,100.0,100.0,0.8621,0.0,0.8621
UNIDAD PRESTADORA DE SALUD META POLICÍA NACIONAL,901361398,709190136,Meta,Villavicencio,118,85.2778,100.0,100.0,100.0,100.0,100.0,18.6441,0.8475,0.8475
"INSTITUTO MUNICIPAL PARA EL DESARROLLO Y LA PRACTICA DEL DEPORTE, LA RECREACIÓN Y EL APROVECHAMIENTO DEL TIEMPO LIBRE, INDER GUARNE",811007013,704037894,Antioquia,Guarne,120,84.1792,100.0,100.0,100.0,100.0,100.0,3.3333,0.0,0.8333
ARCHIVO GENERAL DE LA NACION,800128835,700639016,Distrito Capital de Bogotá,No Definido,243,85.2839,100.0,100.0,98.3539,100.0,100.0,11.9342,3.2922,0.823
SENA REGIONAL GUAINÍA Grupo de Apoyo Administrativo Mixto,899999034,704153444,Guainía,Inírida,123,86.0735,100.0,100.0,100.0,100.0,100.0,30.0813,1.626,0.813
Rama Judicial  Dirección Seccional de Administración Judicial de Medellín,800165798,706085982,Antioquia,Medellín,248,85.4113,100.0,100.0,98.3871,100.0,100.0,18.9516,1.2097,0.8065
ALCALDIA MUNICIPIO DE QUIBDO,891680011,703035956,Chocó,Quibdó,747,86.0207,100.0,100.0,99.8661,100.0,100.0,18.0723,6.6934,0.8032
MUNICIPIO DE MANIZALES,890801053,705412617,Caldas,Manizales,1022,87.3152,100.0,100.0,94.7162,100.0,100.0,41.2916,5.1859,0.7828
ALCALDIA MUNICIPIO DE CAJICA,899999465,703747063,Cundinamarca,Cajicá,257,86.4687,100.0,100.0,91.8288,100.0,100.0,31.1284,4.2802,0.7782
MUNICIPIO DE DUITAMA,891855138,705030252,Boyacá,Duitama,386,86.0012,100.0,100.0,100.0,100.0,100.0,24.6114,2.3316,0.7772
INSTITUTO MUNICIPAL PARA LA RECREACION Y EL DEPORTE DE SOACHA,832000906,713824894,Cundinamarca,Soacha,259,84.9847,100.0,100.0,99.2278,100.0,100.0,11.9691,1.5444,0.7722
ÁREA METROPOLITANA DE BARRANQUILLA,800055568,706749579,Atlántico,Barranquilla,260,84.4904,100.0,100.0,99.2308,100.0,100.0,6.1538,0.7692,0.7692
CORPORACIÓN AUTÓNOMA REGIONAL PARA LA DEFENSA DE LA MESETA DE BUCARAMANGA,890201573,705430593,Santander,No Definido,261,86.0639,100.0,100.0,94.2529,100.0,100.0,22.2222,1.1494,0.7663
SUPERVIGILANCIA - MD,800217123,700889173,Distrito Capital de Bogotá,Bogotá,401,84.6343,100.0,100.0,99.5012,100.0,100.0,8.2294,1.995,0.7481
MUNICIPIO DE BARBOSA,890980445,700793102,Antioquia,Barbosa,406,85.1891,100.0,100.0,99.7537,100.0,100.0,15.0246,0.4926,0.7389
TECNOLÓGICO DE ARTES DEBORA ARANGO INSTITUCIÓN REDEFINIDA,811042967,702217464,Antioquia,Envigado,139,84.7287,100.0,100.0,100.0,100.0,100.0,8.6331,0.7194,0.7194
AREA METROPOLITANA DE BUCARAMANGA,890210581,702658881,Santander,Bucaramanga,140,84.5497,100.0,100.0,97.8571,100.0,100.0,8.5714,1.4286,0.7143
ALCALDIA MUNICIPAL DE LA UNION,890981995,704335538,Antioquia,No Definido,141,85.7461,100.0,100.0,100.0,100.0,100.0,19.1489,1.4184,0.7092
MUNICIPIO DE SEGOVIA,890981391,702758418,Antioquia,No Definido,287,86.4103,100.0,100.0,100.0,100.0,100.0,24.3902,2.7875,0.6969
INSTITUTO DEPARTAMENTAL DE DEPORTES DE ANTIOQUIA,811007127,703208645,Antioquia,Medellín,291,84.8787,100.0,100.0,100.0,100.0,100.0,12.3711,0.0,0.6873
GOBERNACION DEL CASANARE,892099216,706091220,Casanare,Yopal,1753,85.2724,100.0,100.0,98.5168,100.0,100.0,14.2613,2.0536,0.6845
ESAP TERRITORIAL NORTE DE SANTANDER ARAUCA,800145876,704739655,Norte de Santander,Cúcuta,147,83.9359,100.0,100.0,95.9184,100.0,100.0,0.6803,0.0,0.6803
ALCALDIA MUNICIPIO DE JARDÍN,890982294,702631037,Antioquia,Jardín,148,85.9518,100.0,100.0,100.0,100.0,100.0,22.973,3.3784,0.6757
FONDO DE VIVIENDA DE INTERES SOCIAL Y REFORMA URBANA DISTRITAL DE CARTAGENA DE INDIAS,800165392,704717206,Bolívar,No Definido,148,84.6439,100.0,100.0,97.2973,100.0,100.0,8.1081,1.3514,0.6757
Instituto Departamental de Recreación y Deporte INDERSANTANDER SITIO OFICIAL,804004370,706709458,Santander,Bucaramanga,447,84.1984,100.0,100.0,99.5526,100.0,100.0,3.5794,0.4474,0.6711
ALCALDIA MUNICIPAL DE VALLEDUPAR,800098911,703639690,Cesar,Valledupar,1347,84.7681,100.0,100.0,99.1091,100.0,100.0,9.3541,1.1136,0.6682
CASA DE LA CULTURA PIEDRA DEL SOL DEL MUNICIPIO DE FLORIDABLANCA-,800219006,713865749,Santander,Floridablanca,153,83.9859,100.0,100.0,100.0,100.0,100.0,1.9608,0.0,0.6536
SECRETARÍA DE MOVILIDAD CONTEMPORANEA,899999114,701941254,Distrito Capital de Bogotá,No Definido,308,83.98,100.0,100.0,99.3506,100.0,100.0,1.6234,0.0,0.6494
MUNICIPIO DE DONMATIAS,890984043,705101665,Antioquia,Don Matías,156,87.1063,100.0,100.0,99.359,100.0,100.0,42.9487,1.9231,0.641
MUNICIPIO DE YOPAL...,891855017,702445891,Casanare,Yopal,2089,84.5611,100.0,100.0,99.7607,100.0,100.0,8.808,0.5266,0.6223
CORPORACION AUTONOMA REGIONAL DEL ALTO MAGDALENA,800255580,706873189,Huila,Neiva,322,86.595,100.0,100.0,97.5155,100.0,100.0,30.1242,3.4161,0.6211
"AGENCIA PARA LA GESTIÓN DEL PAISAJE, EL PATRIMONIO Y LAS ALIANZAS PÚBLICO PRIVADAS - APP",900623766,700098056,No Definido,No Definido,161,84.5514,100.0,100.0,98.7578,100.0,100.0,6.2112,1.8634,0.6211
MUNICIPIO DE PUERTO COLOMBIA,800094386,702641184,Atlántico,No Definido,162,90.0019,100.0,100.0,100.0,100.0,100.0,90.1235,0.6173,0.6173
SIC SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO,800176089,700218035,Distrito Capital de Bogotá,Bogotá,651,84.4869,100.0,100.0,99.232,100.0,100.0,6.6052,0.6144,0.6144
SECRETARIA DE EDUCACION DE CALI,890399011,702435959,Valle del Cauca,Cali,818,84.5995,100.0,100.0,98.6553,100.0,100.0,8.802,1.1002,0.6112
INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO INPEC+,800215546,700674096,Distrito Capital de Bogotá,Bogotá,165,88.0633,100.0,100.0,98.1818,100.0,100.0,46.0606,5.4545,0.6061
ALCALDIA MUNICIPIO DE CIRCASIA QUINDIO,890001044,704996578,Quindío,Circasia,167,85.0193,100.0,100.0,100.0,100.0,100.0,16.1677,0.5988,0.5988
ALCALDÍA LOCAL DE BARRIOS UNIDOS,899999061,702285412,Distrito Capital de Bogotá,Bogotá,170,86.2041,100.0,100.0,98.8235,100.0,100.0,22.3529,4.1176,0.5882
AREA METROPOLITANA DE CUCUTA,800153197,702796053,Norte de Santander,No Definido,174,84.4725,100.0,100.0,100.0,100.0,100.0,6.8966,0.5747,0.5747
SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DEL DEPORTE Y LA RECREACIÓN,890399011,702440603,Valle del Cauca,Cali,885,84.3639,100.0,100.0,99.322,100.0,100.0,5.3107,0.791,0.565
DIRECCION DE TRANSITO DE BUCARAMANGA,890204109,700712011,Santander,Bucaramanga,357,84.6607,100.0,100.0,99.4398,100.0,100.0,10.6443,0.5602,0.5602
ALCALDIA DE CAICEDONIA,891900660,704765114,Valle del Cauca,Caicedonia,180,88.9507,100.0,100.0,100.0,100.0,100.0,67.2222,3.3333,0.5556
CORPORACION AUTONOMA REGIONAL DE NARIÑO,891222322,702231408,Nariño,Pasto,557,84.4231,100.0,100.0,99.6409,100.0,100.0,5.7451,0.5386,0.5386
SUPERINTENDENCIA DE LA ECONOMIA SOLIDARIA,830053043,700519259,Distrito Capital de Bogotá,Bogotá,188,84.6509,100.0,100.0,99.4681,100.0,100.0,7.4468,2.1277,0.5319
AGENCIA NACIONAL DE HIDROCARBUROS**,830127607,700862154,Distrito Capital de Bogotá,Bogotá,379,84.0743,100.0,100.0,96.8338,100.0,100.0,2.1108,0.0,0.5277
Municipio de Montenegro--,890000858,703030957,Quindío,Montenegro,391,84.6291,100.0,100.0,99.4885,100.0,100.0,11.2532,0.2558,0.5115
INSTITUTO NACIONAL DE VIGILANCIA DE MEDICAMENTOS Y ALIMENTOS //,830000167,700577042,Distrito Capital de Bogotá,Bogotá,592,87.97,100.0,100.0,99.1554,100.0,100.0,60.473,0.6757,0.5068
INDEPORTES CUNDINAMARCA,900294884,702192030,Distrito Capital de Bogotá,No Definido,399,84.2379,100.0,100.0,100.0,100.0,100.0,4.2607,0.2506,0.5013
ALCALDÍA MUNICIPAL DE MADRID CUNDINAMARCA,899999325,701117699,Cundinamarca,Madrid,400,86.0194,100.0,100.0,97.25,100.0,100.0,20.25,2.0,0.5
INSTITUCION UNIVERSITARIA DE BARRANQUILLA-IUB,802011065,701715807,Atlántico,Barranquilla,404,84.9399,100.0,100.0,100.0,100.0,100.0,11.1386,1.4851,0.495
PARQUES NACIONALES NATURALES DE COLOMBIA - DIRECCION TERRITORIAL ORINOQUIA,900382496,701222242,Meta,Villavicencio,212,86.8446,100.0,100.0,100.0,100.0,100.0,36.3208,2.3585,0.4717
MUNICIPIO LA DORADA,890801130,703036004,Caldas,La Dorada,427,85.9362,100.0,100.0,97.8923,100.0,100.0,22.2482,3.2787,0.4684
MUNICIPIO DE RIONEGRO,890907317,702209016,Antioquia,Rionegro,215,86.1653,100.0,100.0,88.8372,100.0,100.0,30.2326,1.8605,0.4651
