Feature,Coefficient
cat__codigo_entidad_700066053,-0.4907079705924504
cat__entidad_MINISTERIO DE EDUCACION NACIONAL (MEN),-0.4907079705924504
cat__nombre_de_la_unidad_de_DEPARTAMENTO DE POLICIA QUINDIO,-0.4886377680563882
"cat__categorias_adicionales_V123271412, V123271810, V130102204, V131231402",-0.4876946970838158
cat__codigo_principal_de_categoria_V1.40141731,-0.4876946970838158
cat__codigo_entidad_706081700,0.4870995505582469
cat__entidad_CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA - CAR.,0.4870995505582469
cat__nit_entidad_899999062,0.4870995505582469
cat__nombre_de_la_unidad_de_Grupo de Infraestrucutra Cultura,0.4863838509112425
cat__nombre_de_la_unidad_de_UNIDAD DE CONTRATACIÓN CENTRO DE SERVICIOS FINANCIEROS D.C,0.48396738843955034
cat__nombre_de_la_unidad_de_Cotizaciones a Proveedores,0.4813294494240963
cat__nombre_de_la_unidad_de_DIRECCIÓN DE GESTIÓN CONTRACTUAL,0.48109659029736174
"cat__categorias_adicionales_V151201621, V185111510",-0.48077891858151484
cat__ciudad_entidad_Bucaramanga,-0.4792370576996616
cat__categorias_adicionales_V127112000,-0.47890858548415943
cat__nombre_de_la_unidad_de_CENTRO AGROPECUARIO Y DE BIOTECNOLOGIA EL PORVENIR,0.47568042910322883
"cat__categorias_adicionales_V110152000, V110171500, V110171600, V110171800, V120142900, V124101510",-0.47489909000860536
cat__categorias_adicionales_V160103602,-0.4739429016967228
cat__codigo_principal_de_categoria_V1.60103603,-0.4739429016967228
cat__nombre_de_la_unidad_de_Secretaría de Desarrollo Institucional - Alcaldía de Tuluá,-0.4729642872611479
cat__nit_entidad_8919002721,-0.4729642872611479
cat__entidad_Desarrollo Institucional - Alcaldía de Tuluá,-0.4729642872611479
cat__codigo_entidad_712856400,-0.4729642872611479
cat__codigo_principal_de_categoria_V1.48102000,-0.47183585418074275
"cat__categorias_adicionales_V124131500, V141111500, V148101500, V148101600, V148101800, V148102100",-0.4718097779829041
cat__ciudad_de_la_unidad_de_Envigado,-0.47151772191123353
cat__nit_entidad_900490473,0.471137097077628
cat__codigo_entidad_700509136,0.47110010655465134
cat__entidad_UARIV-UNIDAD PARA LA ATENCION Y REPARACION INTEGRAL A LAS VICTIMAS,0.47110010655465134
cat__codigo_principal_de_categoria_V1.70111503,-0.47107727257296006
cat__entidad_AREA METROPOLITANA DEL VALLE DE ABURRA,0.47085703280837043
cat__codigo_entidad_702360090,0.47085703280837043
cat__nit_entidad_890984423,0.47085703280837043
cat__codigo_principal_de_categoria_V1.39122100,-0.4706992057523284
cat__nombre_de_la_unidad_de_CENTRO INDUSTRIAL DE MANTENIMIENTO INTEGRAL,0.47017949870647036
"cat__categorias_adicionales_V145111600, V181112500, V190101600, V190101700, V190101800, V190131500",-0.4699333403587812
cat__codigo_principal_de_categoria_V1.46181543,-0.4698366816083352
cat__nombre_de_la_unidad_de_DISAN EJC,-0.4672227172558167
cat__entidad_DIRECCIÓN DE SANIDAD EJÉRCITO1,-0.4671593643682441
cat__nit_entidad_901440188,-0.4671593643682441
cat__codigo_entidad_701698102,-0.4671593643682441
"cat__categorias_adicionales_V114111500, V124111500, V124122000, V131201500, V144121700, V144121804, V153131608, V155121714, V160121100",-0.46679291523826083
cat__codigo_principal_de_categoria_V1.95122000,0.46478057081170426
"cat__categorias_adicionales_V193141701, V193141702, V193141703, V193141706, V193141707",-0.4646307803701698
cat__ciudad_de_la_unidad_de_Valledupar,-0.4634233263773064
cat__codigo_principal_de_categoria_V1.52141500,0.4631041231069441
cat__codigo_entidad_702947540,-0.4625596524383491
cat__nombre_de_la_unidad_de_CONTRATOS LICEOS,-0.4625596524383491
cat__entidad_LICEOS DEL EJERCITO,-0.4625596524383491
cat__nit_entidad_800130640,-0.4625596524383491
cat__codigo_principal_de_categoria_V1.40141700,0.46251470007121104
cat__nombre_de_la_unidad_de_CENTRO DE TECNOLOGÍAS PARA LA CONTRUCCIÓN Y LA MADERA,0.46236122456426265
cat__departamento_entidad_Risaralda,0.4622809648981034
cat__codigo_principal_de_categoria_V1.77101500,-0.4619685193382982
cat__codigo_principal_de_categoria_V1.77101900,-0.4615628922864503
cat__nombre_de_la_unidad_de_REGIONAL PACIFICO,-0.46092348838263686
cat__codigo_principal_de_categoria_V1.73101702,-0.46086117861479076
cat__codigo_principal_de_categoria_V1.43231512,0.45969601036236263
cat__codigo_principal_de_categoria_V1.53111602,-0.4585582341845415
cat__codigo_principal_de_categoria_V1.10171600,0.45843071496967863
cat__nit_entidad_800130632,-0.45663686300239276
cat__codigo_entidad_700391063,-0.45663686300239276
cat__entidad_EJERCITO NACIONAL - DIRECCIÓN DE ADQUISICIONES,-0.45663686300239276
cat__nombre_de_la_unidad_de_ANÁLISIS ESTUDIO DE MERCADO,-0.4556944482057112
cat__codigo_principal_de_categoria_V1.60123700,-0.4530630098886307
"cat__categorias_adicionales_V153141600, V160105800, V160121000, V181161700, V186132001, V190101603, V190101802, V190111600, V190111603, V190121500, V190121501, V190121503, V190121701, V190121801, V191101500, V191101501, V191101502, V191101503, V191101602, V191101903, V193141700, V193141701, V193141703",-0.4530630098886307
cat__codigo_principal_de_categoria_V1.80101504,-0.45241777970630864
cat__codigo_principal_de_categoria_V1.93141700,-0.4518786619046117
cat__codigo_principal_de_categoria_V1.56122000,-0.44911343786250457
cat__categorias_adicionales_V156122002,-0.44909273093197
cat__codigo_entidad_701594715,-0.44867830777389905
cat__entidad_ADRES,-0.44867830777389905
cat__nit_entidad_901037916,-0.44867830777389905
cat__nombre_de_la_unidad_de_DIRECCIÓN ADMINISTRATIVA Y FINANCIERA,-0.4485788867310561
cat__codigo_entidad_708803887,0.44815524211024216
cat__entidad_INSTITUTO COLOMBIANO AGROPECUARIO - SECCIONAL ARAUCA,0.44815524211024216
cat__nombre_de_la_unidad_de_Seccional Arauca,0.44815524211024216
cat__codigo_principal_de_categoria_V1.43222612,-0.44710675055030613
cat__categorias_adicionales_V132121705,-0.447075962605777
cat__codigo_principal_de_categoria_V1.41116105,-0.44684012541911416
cat__codigo_principal_de_categoria_V1.10121507,-0.446083525595252
"cat__categorias_adicionales_V146181503, V146181533, V146181543, V146181604, V146181611, V153101502, V153101604, V153101702, V153102700, V153102704, V153102707, V153102708, V153102900, V153103001, V153103101, V153111902, V153112102",-0.445705970192264
cat__codigo_entidad_704156173,0.444589828240327
cat__nombre_de_la_unidad_de_Contratación bienes y/o servicios y servicios personales,0.444589828240327
cat__entidad_SENA REGIONAL CAUCA Centro agropecuario,0.444589828240327
cat__codigo_principal_de_categoria_V1.81112500,-0.4428006950519286
cat__nombre_de_la_unidad_de_EQUIPO DE CONTRATACIÓN DIRECCIÓN REGIONAL ANTIOQUIA,0.4420471297557626
cat__codigo_principal_de_categoria_V1.44121600,-0.44145608527610414
num__dias_publicacion_a_recepcion,-0.4367898263114312
"cat__categorias_adicionales_V172101507, V172151506, V172151802",-0.43666112338919455
cat__modalidad_de_contratacion_Contratación régimen especial,0.43622145501334464
cat__codigo_principal_de_categoria_V1.55111500,-0.43619523859537324
"cat__nombre_de_la_unidad_de_CENTRO DE ELECTRICIDAD, ELECTRÓNICA Y TELECOMUNICACIONES D.C",0.43126531767912357
"cat__categorias_adicionales_V131162800, V131211700, V139101605, V160121602",-0.4312334067104377
cat__codigo_principal_de_categoria_V1.23261507,-0.43084510117462593
cat__ciudad_de_la_unidad_de_Pereira,0.42686642404410263
